ActorID;MovieID;Role
1935509Z;3643826S;Himself
1935509Z;3646091S;Himself
1935509Z;3795581T;Himself
1935509Z;3820874T;Himself
1935509Z;3926725V;Himself
1935509Z;3928638V;Himself
1935509Z;3937598W;Himself
1935509Z;3955070W;Himself
1935509Z;3955223W;
1935509Z;3980954Z;Himself
1935510D;3360928L;Himself
1935511C;3403683M;Bernie Morgate
1935511C;3589621R;Herzen
1935511C;3848105T;Henry's Father
1935513V;2804419A;Dcurion auberge
1935514A;3874760T;Mt
1935515L;2963967D;Soldier, Danish
1935517E;2871359B;
1935517E;3106475G;
1935517E;3107495G;
1935517E;3350472L;
1935517E;3375485M;
1935517E;3569891R;
1935517E;3669300S;
1935517E;3720797T;
1935517E;3748115T;
1935517E;3946717W;
1935518M;2732468A;Stanford's Attorney
1935518M;2873552B;Dinner Patron 8
1935518M;2972178D;The Shoveler
1935518M;2972180D;The Shoveler
1935518M;3578576R;Tromaville Citizen
1935518M;3578577R;Dead Teacher
1935518M;3697344S;Choir Singer/Mourner
1935520M;3227927J;
1935521G;3183205H;
1935524J;3039527E;
1935526D;2864749B;Lifting Guy #3
1935527O;3248358J;
1935528N;3583751R;
1935530L;3070493F;
1935531Z;3704489S;Orosz jtkos
1935532B;2737889A;
1935532B;2741689A;
1935532B;2812417A;
1935532B;3474004O;
1935532B;3704644S;
1935533A;3466344N;
1935535D;3991837P;Patient
1935536S;2812477A;Nichelson
1935536S;2914520C;szregember
1935536S;3222108I;
1935536S;3303393L;
1935536S;3404244M;II. Nyomoz
1935536S;3443593N;
1935536S;3444493N;
1935536S;3649283S;
1935536S;3894057T;
1935537Z;2955906D;
1935537Z;3071141F;
1935537Z;3587482R;
1935538B;2853970B;Office Soldier
1935538B;3991246C;
1935539I;3739295T;Waiter
1935540A;2913020C;Viewer
1935541B;3360874L;Himself
1935542B;2883224B;Shadow
1935543D;3894950U;Civil10
1935545Z;2733904A;
1935546G;3366813M;
1935547C;2795494A;Himself
1935548K;2733904A;
1935549M;3914483U;Fiddler 3
1935553M;2794667A;
1935554M;3894950U;Antiurbn
1935555M;3933834V;Himself
1935556O;3704574S;Rendszergazda
1935557P;2710553-;
1935557P;3044417E;
1935557P;3096590F;
1935557P;3516416P;
1935557P;3903291U;
1935557P;3903687U;
1935558P;3748115T;
1935559I;3894950U;Katona
1935559I;3894951U;Katona 1
1935561E;3419273M;
1935562V;3894948U;Katona 2
1935563B;3894949U;Autvezet
1935563B;3894950U;Civil40
1935564Z;3025787E;Cycler
1935564Z;3438571N;Child
1935565C;3953482W;Falco - TK36360
1935566C;3456365N;Ukrainian Man
1935567E;3025787E;Worker
1935567E;3438571N;Boy
1935568V;3894948U;Don Vt
1935568V;3894950U;Don Vt
1935568V;3894951U;Don Vit
1935569V;3894949U;Don Vt
1935570M;3363352M;Dancer
1935571J;2729811A;
1935571J;2763449A;
1935571J;2766412A;
1935571J;2812531A;Kzponti rendr
1935571J;3071147F;
1935571J;3092001F;
1935571J;3137097G;
1935571J;3154574H;Kommantinger Sndor
1935571J;3266620K;
1935571J;3278829K;
1935571J;3395266M;
1935571J;3397125M;
1935571J;3397463M;
1935571J;3407264M;
1935571J;3433018M;
1935571J;3433020M;
1935571J;3444479N;
1935571J;3444487N;
1935571J;3466439N;
1935571J;3497079P;Third Writer
1935571J;3554504P;
1935571J;3661211S;
1935571J;3704613S;
1935571J;3714790T;
1935571J;3923062V;
1935572M;2740304A;Magas klfldi vendg
1935573M;3278572K;
1935574N;3266567K;
1935575Z;3916122V;
1935576Z;3593086R;
1935577G;3676142S;Tonya
1935578S;3987516Z;Herself: sociologist
1935579B;3704661S;Zongorista
1935580T;3967178W;
1935581G;2734207A;
1935582I;3925980V;Opponent Football Team 3
1935583G;2926621C;Transvestite 2
1935586S;2733513A;Istvn - Hanna fia
1935586S;2746754A;
1935586S;2812616A;
1935586S;2820519B;Tanul
1935586S;2882990B;
1935586S;2899898C;The Prince / Commander
1935586S;2943129C;
1935586S;3070488F;Dniel
1935586S;3141638H;Fortinbras
1935586S;3143783H;
1935586S;3185935H;dm
1935586S;3222562I;Vinnai
1935586S;3252478K;Egy selyemfi
1935586S;3267907K;Sle
1935586S;3279260K;
1935586S;3320432L;Rothschild
1935586S;3360884L;Ern
1935586S;3392080M;Angyal
1935586S;3404244M;Andrs
1935586S;3487260O;
1935586S;3610930S;Dr. Miklos Nyiszli
1935586S;3667227S;SS isztszelektl t
1935586S;3704563S;Dezs
1935586S;3704637S;Gyuri Angeli
1935586S;3890080T;
1935586S;3894554T;
1935586S;3926302V;Client
1935586S;3931894V;
1935587H;3456365N;Zaide Stermer
1935588W;3704661S;Villogrus
1935589J;2982325D;Miguel
1935590M;2743435A;Neigbor
1935591K;3166175H;
1935592H;3166175H;
1935593Y;3166175H;
1935594Z;3470891O;
1935595N;2864388B;
1935596M;2899553C;Himself
1935596M;3389569M;Himself
1935596M;3580466R;Himself
1935596M;3652409S;Loupeznk
1935597C;3312851L;Arbitre combat final
1935598E;2822873B;Zu
1935599E;3231504J;Leitung (Conductor)
1935600K;3322689L;Minister Guttenberg
1935603U;3175690H;Sonar Operator
1935603U;3388787M;
1935603U;3768054T;Hans
1935604-;3154064H;Polizist auf der Strae #2
1935605J;3028148E;Himself
1935607E;2833482B;Poet
1935607E;3071687F;General Ji
1935607E;3098949F;Tong Minsong
1935607E;3134587G;Officer Deng
1935607E;3181485H;Luo Feng
1935607E;3236151J;Deng Zhongxia
1935607E;3968325W;
1935608M;3145035H;Zigarettenhndler
1935609E;3581014R;
1935610J;3357496L;Julio
1935611Q;3969867X;
1935612Q;3202067I;Factory Worker
1935613Q;3145035H;Zigarettenhndler
1935614C;3786768T;Second Warder
1935615Z;3483957O;Changshun
1935616E;3483957O;Changzhu
1935617E;3483957O;Changgen
1935618E;3018476D;Tamer
1935619T;2849304B;Older brother (segment "Balot")
1935620M;3280142L;Hamid
1935620M;3403037M;Man at Funeral
1935621P;2887738C;Doctor
1935621P;3401102M;Doctor
1935621P;3631843S;Vlad
1935621P;3745752T;French Officer
1935622L;3361821M;Al Shazzar's Son
1935622L;3556500Q;Young Mel
1935623W;2716301-;Charlie
1935623W;2846220B;Sam Samedi
1935623W;3022306E;Barry
1935623W;3236547J;Salaam
1935623W;3237174J;Malek
1935623W;3247510J;Saeed
1935623W;3345451L;Kamran Barkawi
1935623W;3350683L;Raj
1935623W;3361821M;Achmil Durrani
1935623W;3437548N;Nabil
1935623W;3478421O;Agent Rami
1935623W;3518790P;Simon
1935623W;3628829S;Shahib
1935623W;3665930S;Mike (Mohammed)
1935623W;3718081T;Sam
1935623W;3766751T;Khalil
1935623W;3799724T;Mahmud Daash
1935623W;3843540T;Waleed Zaki
1935623W;3845750T;Omar
1935623W;3847281T;Mustafa
1935623W;3922277V;Lecturer
1935623W;3944901W;Farouq
1935623W;3972968Y;Omar
1935625H;3901940U;Guardia de Seguridad
1935627M;2764011A;
1935627M;2883362C;Wobbles
1935627M;2883578C;Dead Eye Golfay
1935627M;3025845E;Sharky, Gunman Hired by Stengel
1935627M;3025846E;El Loco
1935627M;3190789I;
1935627M;3198852I;Sergeant Marat
1935627M;3284315L;Beretto
1935627M;3343598L;Mestas
1935627M;3371886M;Testa de fero
1935628U;2893221C;
1935628U;2944297C;Orfeo Canevari aka Geppetto
1935628U;2977334D;Peasant
1935628U;3020638E;Primo maestro Rubetti
1935628U;3288121L;Troubadour
1935628U;3548609P;Copyist
1935628U;3667541S;
1935629J;3055663E;
1935630J;2722581-;Lic del Barrio
1935630J;3363064M;Radio Announcer
1935630J;3577726R;Director del Canal
1935631K;2821058B;Gonzalo
1935631K;2940635C;
1935631K;3035669E;
1935631K;3293744L;
1935631K;3302165L;
1935631K;3307665L;Petrolero II
1935631K;3348925L;
1935631K;3349392L;
1935631K;3590241R;
1935632K;2816956B;Darko The Croat
1935632K;2855589B;Starship Captain
1935632K;2856861B;Bob
1935632K;2924844C;Bruce
1935632K;2964728D;Gazza the Zombie
1935632K;3725528T;Jimmy's Father
1935632K;3792714T;Carrie's Father
1935632K;3836625T;The Body Guard
1935632K;3952743W;Vinnie
1935632K;3961516W;Gresso
1935633K;3370826M;
1935634K;3790295T;Stone Aged Man 1
1935635R;2922331C;Jimmy
1935635R;2939962C;Petey
1935635R;2953888D;Bob
1935635R;3067599F;Steve Carson
1935635R;3167985H;David
1935635R;3363713M;Scrooloose
1935635R;3680152S;Lorca's friend
1935635R;3813404T;King
1935635R;3836824T;Gem
1935635R;3938840W;Young Soldier
1935636F;3141209H;
1935638G;2951573D;Himself (Instituto Nacional de Pesquisas da Amaznia)
1935639I;3498491P;Sailor
1935640K;3660086S;Humanoide #3
1935641G;3825835T;Boy with Ball
1935642V;2793225A;Mafia
1935642V;2932987C;Ltn. Richie Sanko
1935642V;3121292G;Dad
1935643L;3915042U;Bus passenger
1935644A;3915042U;Fisherman
1935645G;3915042U;Bus passenger
1935646K;3824086T;Aitor
1935647J;2837101B;
1935647J;3291206L;Toms
1935647J;3655316S;
1935647J;3714761T;
1935650G;3556820Q;
1935651J;2760664A;
1935651J;2765249A;
1935651J;2766653A;Cartago
1935651J;2826132B;
1935651J;2893412C;Gasolinero
1935651J;2897970C;Asier Urruticoechea 'El Txiqui'
1935651J;2944081C;Etarra #2
1935651J;2983289D;
1935651J;2993046D;
1935651J;3034730E;Pepn
1935651J;3035547E;
1935651J;3040389E;Marido Mujer 1 Betaespera
1935651J;3302964L;Esteban
1935651J;3528865P;Jon Vergara
1935651J;3559582R;Fumigador
1935651J;3893563T;
1935651J;3979484Y;Manu
1935652K;2804686A;Himself
1935652K;2971059D;Himself
1935653B;2728975A;Cooper
1935653B;2930928C;The King
1935653B;3515216P;Father
1935654Z;3487121O;Theater Extra
1935655M;3733066T;
1935656D;3932976V;
1935657H;3000461D;Narator
1935658M;3261019K;
1935661H;2882015B;Hussein Ali Al Zubaidi
1935661H;3244759J;Pablo
1935663M;3249116K;
1935665H;3181845H;Boss
1935666D;2839415B;Video Seller
1935666D;3178992H;Max
1935666D;3229617J;Additional Voices
1935666D;3246565J;
1935666D;3494113O;Male voice over
1935666D;3862204T;Zooby
1935667A;3603627S;Beekeeper Babay
1935668Z;2710739-;Bystander Sam
1935670I;3099744F;The Bartender
1935670I;3269373K;Pizza chef
1935670I;3433311M;Young man at bar
1935670I;3503994P;Soldat ved tunnel
1935672A;2727933A;Alex
1935672A;3403653M;Kevin
1935672A;3639703S;Soldier #5
1935673M;2979846D;Mihej
1935674M;2771692A;
1935676S;2873841B;Bernado
1935677B;3579967R;
1935679Y;3398494M;
1935679Y;3984263Z;
1935680E;3478884O;Otets Armana
1935680E;3895473U;
1935682G;3074761F;Feuertag
1935682G;3127114G;
1935682G;3128556G;Denis Olegovich
1935682G;3261108K;Feuertag
1935682G;3488320O;
1935682G;3597940R;Father Gerasim
1935682G;3613978S;Leonid Pavlovich Shakhov
1935682G;3920225V;
1935683A;2970894D;Alex Anderson
1935683A;3543170P;Himself
1935683A;3842752T;Jimmy
1935684D;3223206I;Student with Question
1935685D;3275560K;Aleksey Panov
1935686C;2970894D;Derek Anderson
1935686C;3543170P;Himself
1935687M;2709817-;Boris Krakavinsky, Esq.
1935687M;2789636A;Photographer
1935687M;3090490F;Treplev
1935687M;3704192S;German patron
1935687M;3841962T;Hitter
1935688M;3543170P;Himself
1935689V;3261069K;
1935690M;3009940D;Genka Shestopal
1935690M;3016232D;
1935690M;3424896M;
1935690M;3464814N;
1935690M;3507611P;
1935690M;3530791P;Kolya
1935690M;3670868S;Grishka Khemuraru
1935690M;3704252S;Mitya
1935690M;3714466T;
1935690M;3913164U;
1935691V;3007097D;McDonnell
1935691V;3492005O;Kassaryn
1935692V;3974436Y;
1935693V;3553382P;Posetitel v klube
1935694A;3260503K;Show Host on TV
1935695M;2965506D;Jassim
1935695M;3646575S;Dominick
1935696W;2818556B;Himself - Deputy President, Arabian Gulf University (segment 'Waleed Zubari')
1935697V;3704023S;(1970 version)
1935698L;3351167L;Extra
1935699M;3369863M;Himself
1935700M;3988801Z;
1935701C;2934081C;Uncle Sam
1935702V;3805748T;Felicia's Father
1935703Y;3983344Z;
1935706E;3250844K;Ramiz
1935707M;3623444S;
1935709L;3826332T;Mike Dooley/Shirmer's Friend
1935710M;3930043V;Antisa
1935711M;2869671B;
1935712C;2946509C;
1935714F;3265784K;Bartender
1935715Z;3728582T;Himself
1935716B;3383030M;
1935717G;2711264-;Maestro
1935717G;2783801A;Nelson
1935717G;2791512A;
1935717G;2806492A;
1935717G;2921355C;Leo
1935717G;3031707E;Lennox
1935717G;3036956E;Hipolito
1935717G;3046462E;Eguzki
1935717G;3301026L;David
1935717G;3348119L;Garabilaria
1935717G;3349605L;
1935717G;3407775M;
1935717G;3448212N;Cloister
1935717G;3900670U;Cartero
1935719A;3465139N;Juliana
1935721V;2852979B;
1935721V;3017147D;The Khristoforovs
1935721V;3252474K;Plastyr
1935721V;3270841K;
1935721V;3437208N;Bit part
1935721V;3442471N;
1935721V;3693553S;
1935721V;3931604V;Passenger
1935721V;3933654V;
1935721V;3933780V;
1935721V;3982528Z;
1935721V;3984391Z;Bit Part
1935722Z;3135422G;
1935723A;3541958P;Psychotic Criminal
1935725A;3470575O;
1935726A;2986529D;Party Guest #7
1935726A;3636682S;Young Mother
1935727A;3102836F;Niklas
1935727A;3177306H;Niklas
1935727A;3863694T;
1935727A;3863767T;Tet
1935727A;3926272V;Viktor
1935727A;3927117V;Sune
1935728B;2806390A;Mladi agent
1935728B;3126815G;Lale Cvrkota
1935728B;3413036M;
1935728B;3627310S;Kamiondzija
1935730C;2753532A;Young fbi agent
1935730C;2756384A;Marc Belanger
1935730C;2933075C;Personal Security Guard
1935730C;3076054F;Ray Conway
1935730C;3216449I;Homeless man
1935730C;3364110M;Uniform Cop #2
1935730C;3902017U;American Consul
1935731C;2871984B;Colby
1935731C;3076692F;Jess
1935731C;3405049M;Ted
1935731C;3408086M;John
1935731C;3492769O;Captain Parker
1935732D;3350261L;Herman Heinman
1935732D;3908488U;Chris
1935733E;3956135W;Himself
1935734E;3470575O;Second Son
1935734E;3636682S;Whinning Child
1935735H;2979254D;Fiorelli
1935735H;2988110D;Anton
1935735H;2992372D;Kater Kotofei
1935735H;3026975E;Pierre d'Arcourt
1935735H;3038772E;Graf Neutz
1935735H;3076380F;Nolte
1935735H;3377334M;Joseph II.
1935735H;3491800O;Brabantio - Vater Desdemonas - ein venezianischer Senator
1935735H;3543943P;Betteljunge Tom
1935735H;3605166S;Monsieur Blaise
1935735H;3614509S;Bernard
1935735H;3664547S;Junger Mann im karierten Anzug
1935735H;3666806S;Mimiko
1935737J;2723414-;Himself
1935738J;3263287K;Detective Zak Roy Hill
1935738J;3263288K;Himself
1935739J;2986529D;Crazy Mike
1935739J;3219842I;Donny
1935739J;3240330J;Thug #2
1935739J;3470575O;Dad
1935739J;3578603R;Kyle Hanson
1935739J;3637457S;Party Goer
1935739J;3691065S;Tommy
1935739J;3818330T;Johnny Law
1935739J;3859964T;1st Victim
1935739J;3943102W;Barista
1935740J;3470575O;First Son
1935740J;3636682S;Crazy Child
1935740J;3818330T;Boy Victim
1935741K;3327314L;Un garon au piano
1935743M;2734083A;Radio operator
1935743M;2740238A;Ashok
1935743M;2808770A;
1935743M;2841529B;Ajay Kapoor
1935743M;2939800C;
1935743M;2950575D;Ajay
1935743M;2965890D;Suleiman
1935743M;2998804D;Prince Kabir
1935743M;3006241D;Vijay Saxena
1935743M;3028529E;Professor Shekar Verma
1935743M;3088080F;Macho escort
1935743M;3149124H;INSP. Shyam/Pritam
1935743M;3215968I;
1935743M;3237569J;Muhammad Iqbal
1935743M;3242331J;Main Mission Operative
1935743M;3252309K;Jaisingh Jadhav
1935743M;3253265K;
1935743M;3261017K;
1935743M;3302108L;Major Anglais
1935743M;3441784N;Villa Hostage
1935743M;3514017P;Hotel Receptionist
1935743M;3555227Q;Ranjeet
1935743M;3567876R;Sir Umar Hyat Khan
1935743M;3586786R;Interrogator
1935743M;3595789R;Gautam Saigal
1935743M;3600772S;Poice Commissioner Pandey
1935743M;3606866S;Elder Son
1935743M;3639022S;Renos
1935743M;3651966S;Father
1935743M;3701606S;Andy
1935743M;3717699T;
1935743M;3799810T;Prince of Morocco
1935743M;3824935T;Guard 1
1935743M;3825921T;Ram Das Gupta
1935743M;3849667T;The Sultan
1935743M;3958083W;Customs Official
1935743M;3973614Y;Sunil Verma
1935744M;2974515D;Fotograf
1935744M;3025199E;Landvogt
1935744M;3046807E;Hellmann (segment "The Traitor")
1935744M;3163454H;Defa-Mitarbeiter
1935744M;3793022T;Erik
1935745M;3348206L;
1935746M;3422802M;Dr. Jagmohan
1935747B;3363242M;
1935748B;3635662S;Cornwall Boys Soccer Team
1935749B;3655422S;Himself
1935750B;3040920E;Walter Kempin
1935752B;2991445D;Himself - Literary and artistic director
1935754M;3831734T;Himself
1935758M;3981145Z;Man
1935759C;2723587-;Himself - Steering Committee
1935760C;3570710R;
1935762N;3985291Z;Faraz
1935763N;3985291Z;Faraz
1935764T;2721121-;Himself - Director of African Studies
1935764T;2757807A;Tukufu Zuberi
1935764T;3333094L;Himself
1935766C;3786176T;Water Tribe Soldier
1935766C;3830016T;Bobby
1935768C;3900222U;Encargado Nemo
1935770C;2871079B;Persian/Jae'Omo
1935770C;3571550R;Groovenstein
1935771M;3662489S;Maxi
1935772M;3506344P;
1935773C;2753850A;L.A.
1935774E;3552850P;Dale
1935775C;3887710T;
1935776C;3406132M;Soldier
1935779D;2755601A;Asesor Super Bella
1935779D;2763951A;
1935779D;2764208A;Manuel
1935779D;2773596A;
1935779D;2793120A;
1935779D;2797147A;
1935779D;2812892A;Pandillero
1935779D;2823217B;King's Soldier
1935779D;2854301B;Police Officer #1
1935779D;2884202C;
1935779D;2897384C;
1935779D;2928602C;Pistolero
1935779D;2934429C;
1935779D;2942449C;
1935779D;2942909C;Party guest
1935779D;2968371D;Soldier
1935779D;2968524D;
1935779D;3029053E;
1935779D;3029645E;Ladron flaco
1935779D;3031228E;
1935779D;3031923E;
1935779D;3031925E;
1935779D;3032037E;
1935779D;3032909E;
1935779D;3032952E;
1935779D;3033943E;
1935779D;3034482E;
1935779D;3035957E;Maleante
1935779D;3036494E;Detective
1935779D;3036569E;Pollero
1935779D;3037026E;
1935779D;3043922E;
1935779D;3053280E;Paramilitary
1935779D;3124458G;
1935779D;3158858H;
1935779D;3287092L;
1935779D;3288677L;
1935779D;3289715L;
1935779D;3292516L;Coronel Miranda
1935779D;3297778L;Edgar
1935779D;3298390L;
1935779D;3300612L;
1935779D;3348843L;
1935779D;3348861L;Chacal 1
1935779D;3382337M;
1935779D;3404050M;Leon
1935779D;3409213M;
1935779D;3417559M;
1935779D;3487316O;
1935779D;3500702P;Samuel (Policia)
1935779D;3500709P;
1935779D;3507600P;
1935779D;3525022P;
1935779D;3556822Q;
1935779D;3607390S;
1935779D;3618375S;Boat conductor
1935779D;3645454S;
1935779D;3697906S;
1935779D;3721781T;
1935779D;3797994T;Pseudo-Soldier
1935779D;3926517V;Refugio
1935780D;2927770C;Himself
1935780D;2928620C;Himself - Performer
1935780D;2930224C;Himself
1935780D;2943299C;Himself
1935780D;3051041E;Himself - Performer
1935780D;3051042E;Himself - Performer
1935780D;3072443F;Himself
1935780D;3299070L;Himself
1935780D;3407945M;Himself
1935780D;3425279M;Himself - Performer
1935780D;3572706R;Himself
1935780D;3760271T;Himself - Spanish Entry: 2nd Place
1935780D;3975256Y;Himself
1935781D;3696447S;Himself
1935782D;2837028B;Action News Cameraman
1935782D;2850318B;Swimmer
1935782D;2964741D;Bar Patron
1935782D;3138859H;Dog owner
1935782D;3211699I;El Morroco Playboy
1935782D;3363064M;Voz Tech Guard
1935782D;3405349M;American Tourist
1935782D;3479836O;Prostitute Customer
1935782D;3506025P;Texas Ranger
1935782D;3619041S;Snake's Driver
1935782D;3620675S;Officer Brewer
1935782D;3727616T;Texian Sergeant
1935782D;3747855T;Casino Extra
1935782D;3884783T;Lieutenant Lampl
1935782D;3922659V;Darren
1935783E;3023094E;Vocalist
1935784E;3517634P;Jason
1935787E;2997781D;Edward
1935789D;3414588M;Crazy Frybread Fan
1935790B;3103616G;Wallpaper Man
1935791E;2874576B;Xylophone player
1935791E;3103616G;Janitor at the Swedish Embassy
1935792E;3386658M;Man
1935793E;2821573B;Officer #1
1935793E;3346282L;Cletus Sharp
1935793E;3374131M;Spurgen
1935794F;3569640R;The Local Population
1935796F;3006433D;
1935796F;3204501I;
1935796F;3934151V;
1935797G;3264968K;Annie
1935798G;3487883O;Man
1935799Q;3645465S;Alfredo
1935800M;3297231L;Pierre a trois ans
1935802G;3519834P;Tom
1935803G;2726848A;Amigo Taxista
1935803G;2929419C;Ivan's Dad
1935803G;3029383E;Compaero
1935803G;3305560L;Ramn
1935803G;3392101M;Mario
1935803G;3435593N;Santi
1935803G;3486760O;Detective 1
1935803G;3869685T;Paco
1935803G;3979484Y;Refugiado 2
1935804M;3326274L;
1935805I;3626216S;Serbis Boy
1935809I;3053737E;Himself
1935809I;3072437F;Himself
1935809I;3197156I;Himself
1935809I;3292187L;Himself - Performer
1935809I;3760290T;Himself - Spanish Entry: 14th Place
1935809I;3760298T;Himself - Spanish Entry: 18th Place
1935809I;3901965U;Himself - Performer
1935811D;3134854G;Mikey
1935811D;3480468O;Kevin
1935812U;3040389E;Nico
1935814G;3443504N;Alif Remaja
1935815J;3262163K;Joey
1935816K;3262163K;Kyle
1935818K;2747181A;Alex Poe
1935819J;3988086Z;L
1935820K;3988086Z;Sheepherder 1
1935821L;3988086Z;Joaquin
1935822L;2730278A;Robert
1935822L;2796704A;Protestor
1935822L;3087024F;Shopkeeper
1935822L;3134913G;Tough two
1935822L;3134914G;Tough Two
1935822L;3144251H;Cherry
1935822L;3166982H;
1935822L;3343118L;Waiter
1935822L;3407887M;Head Israeli Security
1935822L;3594199R;Adrien
1935822L;3751783T;Bane Mercenary
1935822L;3752069T;Kevin
1935822L;3960018W;Lord Garris Hartwill
1935824J;2756639A;Himself
1935825L;3275580K;
1935826L;3060595F;Cosmonaut Chaika
1935826L;3269937K;Gleb
1935826L;3538680P;Pavel Petrov
1935826L;3676547S;Bragin
1935826L;3923243V;Dmitriy Yakovlev
1935826L;3971524Y;Vladimir
1935826L;3984484Z;Oleg
1935828L;3916223V;Boris Trigorin
1935829L;3538680P;
1935830B;2868903B;Noah
1935831L;3897224U;1954 god - Priezzhiy pokupatel
1935832K;2983212D;Old Grigori
1935832K;3409048M;The Beard Baker
1935833O;3981876Z;Pavuk
1935834L;3538577P;Vanyusha, Danilov's Son
1935835V;2739005A;Guriy Ivanovich
1935835V;2791970A;
1935835V;2905460C;Military musician
1935835V;2973192D;
1935835V;2993847D;
1935835V;3019016D;
1935835V;3052978E;
1935835V;3054333E;Porokhin
1935835V;3060460E;
1935835V;3225553I;Kholin
1935835V;3254164K;Doroshenko
1935835V;3271217K;Stepan
1935835V;3324335L;Andre
1935835V;3331916L;Stepan
1935835V;3370508M;
1935835V;3434718N;Col. Basov - the SPA regimental commander
1935835V;3435569N;Klark
1935835V;3445543N;Lobov
1935835V;3491572O;Lyusya's Father
1935835V;3491657O;Sergei Ivanovich
1935835V;3538577P;Doctor Ivan Danilov
1935835V;3597950R;Driver
1935835V;3599385S;Investigator
1935835V;3624249S;Voloshin
1935835V;3628540S;Artist Tikhonov/Soldier Tikhonov
1935835V;3632305S;Matvey Petrovich Zhuravlyov
1935835V;3662431S;Nikolay Savelyev
1935835V;3707750T;Lobov
1935835V;3884384T;Sergei Koshelev
1935835V;3930246V;
1935835V;3933064V;Gleb
1935835V;3971390Y;
1935835V;3971482Y;
1935835V;3972949Y;German
1935835V;3986015Z;Kuzma
1935837V;3425582M;Buddy
1935838N;3806869T;Russian Dancer
1935839V;3190675I;Collective Farmer
1935839V;3250695K;
1935839V;3311443L;Lautar
1935839V;3357068L;Mikhail Eminescu
1935839V;3378625M;Cowpuncher
1935839V;3426658M;Boldisor
1935839V;3655426S;Dancer
1935839V;3701885S;The Stepfather
1935839V;3711505T;
1935839V;3982456Z;Bit-Part
1935840L;3359425L;Cafeteria Patron
1935842Z;2712859-;Marc Lacombe
1935842Z;2716110-;Rocco
1935842Z;2721496-;Yura
1935842Z;2767389A;Maxime
1935842Z;2807677A;Man #3
1935842Z;2849625B;Mercenary
1935842Z;2892858C;Himself
1935842Z;2920808C;
1935842Z;2954016D;Vincent
1935842Z;2954017D;Himself
1935842Z;2970722D;
1935842Z;2996261D;Taxi Driver
1935842Z;2998766D;Paul
1935842Z;3060279E;Emt #1
1935842Z;3077063F;Landlord
1935842Z;3157779H;Mr. Angry
1935842Z;3317786L;Rceptionniste htel
1935842Z;3340758L;Hitman
1935842Z;3365123M;Ivan
1935842Z;3367976M;Nappy/Angel
1935842Z;3383915M;Bad guy
1935842Z;3387158M;Responding Deputy
1935842Z;3400363M;
1935842Z;3443411N;Mob boss
1935842Z;3452866N;Loud Audience Member
1935842Z;3620163S;French judge
1935842Z;3810640T;Marc
1935842Z;3819345T;Pierre Gautier
1935842Z;3857088T;John
1935842Z;3964127W;Paul
1935842Z;3983730Z;Mezzanna
1935843B;2857252B;Brain Perrillo
1935843B;3069757F;Eamon Russi
1935843B;3523991P;Richardson
1935844J;3847418T;
1935847M;3781180T;Thug #4
1935848M;2820519B;Kornay Bla 'K.Bla'
1935848M;3052226E;
1935848M;3258843K;
1935848M;3347810L;Narrator
1935848M;3371154M;
1935849M;2724170A;Alec Zubot
1935850M;2764297A;Himself
1935850M;3832064T;Jesse
1935851A;3002440D;
1935851A;3399198M;
1935851A;3529590P;Sasha, Klim's brother
1935851A;3539338P;
1935851A;3642021S;Commission Chairman
1935852M;3208198I;Himself
1935854M;3690540S;Drobyshev
1935855I;3335262L;Friend
1935856M;2867107B;
1935856M;3015412D;
1935856M;3126901G;Famusov
1935856M;3261101K;
1935856M;3378297M;Fa - The Fascist
1935856M;3434719N;Gorodulin
1935856M;3580138R;
1935856M;3918932V;Tsiganov
1935857M;2864399B;Fyodor
1935859M;2718772-;Prodavac jelki
1935859M;3337162L;
1935859M;3389570M;Mracajski proto
1935859M;3444025N;Deda (segment "Srpska prica")
1935859M;3469874O;
1935859M;3651016S;Himself
1935859M;3699558S;
1935859M;3700463S;
1935859M;3889690T;Cetvrti muslimanski borac
1935860M;3370827M;Policajac #1
1935861Y;3598626R;
1935862M;3471045O;Himself
1935864M;3090421F;Harold
1935864M;3369513M;Himself
1935866M;2712863-;Sauna Man
1935866M;3660858S;Farmhand #3
1935870M;3551094P;Himself
1935871M;3379445M;Himself
1935871M;3798473T;Himself
1935872M;2980130D;Detective Richard Watson
1935872M;3177797H;Officer Pruit
1935872M;3419703M;Party Guy
1935872M;3599639S;Detective Richard Watson
1935872M;3699039S;Richard Watson/vampire
1935873M;2897857C;He
1935873M;3467489O;Cavalinho Azul
1935873M;3468711O;Ubaldo Glatt
1935874M;3951667W;Dean
1935876M;2890246C;Himself
1935876M;3718505T;Himself
1935877M;3601758S;Pappy
1935878M;3926727V;Musician
1935880M;3754191T;Colin
1935883M;3038673E;Garmonist
1935884M;2873512B;Cop
1935885M;2972537D;Ruth
1935889M;3515878P;Polizeihauptkommissar
1935890J;2755650A;James
1935891M;3490129O;Himself
1935894R;3672695S;Cop #3
1935895N;3084734F;
1935896N;2938560C;Rocco
1935897N;2907118C;Radio Newscaster
1935897N;3751779T;Radio Newscaster
1935898N;3658160S;Slippery Pete
1935900J;2766666A;Ricardo
1935901V;2952943D;TV Reporter
1935901V;3394977M;Rodrigo
1935902M;3394977M;Marcos Criana
1935903J;2795380A;Wizard
1935903J;3623191S;Rothbart (English version)
1935904P;3452399N;Mr. Rivera
